,0.0
upaya,1.7112044
dek,1.8573325
den,2.5563025
hiruk,2.5563025
latar,2.5563025
seorang,2.0791812
pati,2.0791812
pato,2.0791812
riuhrendah,2.5563025
hidang,2.2552724
tepi,1.7781513
kacung,2.5563025
halhal,2.2552724
inap,2.0791812
pasu,1.6532125
lacak,2.5563025
kulzum,2.5563025
suntik,2.5563025
wayang,2.0791812
jendul,2.2552724
patuh,2.2552724
napas,2.2552724
endapendap,2.5563025
paldu,2.2552724
dosa,2.5563025
domain,2.0791812
ladang,2.0791812
hiasi,1.9542425
jagat,2.0791812
indu,2.2552724
cucu,1.9542425
sasak,1.9542425
falsafah,2.5563025
pawa,2.5563025
muntahmuntah,2.5563025
sasar,1.9542425
hotel,2.0791812
pinnata,2.5563025
palak,2.2552724
pikir,1.3802112
buangbuang,2.5563025
asyik,2.5563025
tilai,2.5563025
bini,1.7112044
etiket,2.0791812
konsep,2.2552724
ilusi,2.5563025
anggil,2.5563025
tuntun,2.0791812
cuci,2.2552724
inci,2.5563025
sirih,2.5563025
dia,2.5563025
jentera,2.0791812
rahib,2.5563025
sirat,2.5563025
dim,2.5563025
sirap,2.2552724
paya,2.0791812
kukuh,2.5563025
baba,2.5563025
habis,2.5563025
titik,1.8573325
beras,1.7112044
berat,1.5149099
hijau,1.7781513
bira,2.5563025
senangsenang,2.2552724
rubah,2.5563025
segmen,2.5563025
radius,2.5563025
eluar,2.5563025
titit,2.0791812
emosi,2.2552724
ula,2.2552724
henti,1.8573325
sodium,2.5563025
cuek,2.2552724
benarbenar,2.0791812
istana,1.9542425
sebutsebut,2.5563025
dengki,2.5563025
petang,2.5563025
komposisi,2.0791812
influenza,2.5563025
akhlak,2.0791812
rusak,1.8573325
lunak,1.8573325
seperangkat,2.2552724
kalimat,2.0791812
wacana,1.9542425
umi,2.2552724
bada,2.2552724
suluh,2.5563025
ananda,2.0791812
cahan,1.7781513
hasil,0.8402992
patut,1.8573325
umu,2.2552724
ikhwan,2.0791812
lunas,2.2552724
latih,2.0791812
biru,2.2552724
una,2.5563025
beres,2.5563025
kutip,2.5563025
babe,2.5563025
baca,1.5563025
semprong,2.5563025
kutil,2.2552724
matematika,2.0791812
harmonium,2.5563025
bisa,2.0791812
babu,2.5563025
statusphrasekesumaphrasephrasetyperphrasetypelexclassnlexclassrogetclassrogetclasspronounciationpronounciationetymologyetymologyrefsourcerefsourcedefcountdefcountactualphrasekusumaactualphraseinfoinfonotesnotesupdated,2.5563025
karau,2.0791812
mimik,2.2552724
frigid,2.2552724
ceceh,2.0791812
latis,2.5563025
madu,2.5563025
hadiah,2.5563025
karat,2.2552724
klerikus,2.5563025
karas,2.5563025
tepatguna,2.5563025
bunyibunyi,2.2552724
upa,1.1760913
manah,2.5563025
hewan,1.4423592
tenggelam,2.5563025
raskeras,2.5563025
doa,1.9542425
johan,2.5563025
interval,2.5563025
status,2.2552724
dol,2.5563025
siang,2.5563025
manusia,0.8842046
dom,2.5563025
cula,2.2552724
bagi,0.5477023
mutakhir,2.5563025
jinayah,2.5563025
sumbu,1.8573325
mak,1.7781513
buktibukt,2.5563025
man,2.2552724
taman,1.7112044
palit,2.5563025
mau,1.4423592
ura,2.5563025
rinding,2.5563025
cuka,1.9542425
dpt,2.0791812
palka,2.5563025
muslihat,2.0791812
klise,2.5563025
batang,1.1945747
berak,2.5563025
mandi,2.0791812
esan,2.5563025
sabil,2.5563025
zarah,2.2552724
anggap,1.5149099
aluminium,2.0791812
lodi,2.5563025
anggal,2.5563025
tambo,2.5563025
wakil,1.8573325
usa,2.5563025
opera,2.5563025
bait,2.2552724
pelihara,1.60206
griya,2.2552724
jabang,2.5563025
main,1.60206
jantung,1.7112044
mair,2.2552724
baik,1.1413292
tadir,2.5563025
tilam,2.2552724
baja,2.5563025
batako,2.2552724
karet,1.5149099
gagahberani,2.5563025
istiwa,1.7112044
ebas,2.0791812
tungkai,2.5563025
bahu,1.5563025
radang,2.2552724
merah,1.3521825
punya,1.1249387
dsb,0.2340832
hampagne,2.5563025
maha,2.5563025
ebat,2.5563025
maki,2.2552724
dosis,2.5563025
baku,2.5563025
orkestra,2.5563025
kecepat,2.2552724
sabda,2.2552724
gusar,2.2552724
dajal,2.5563025
lampang,2.5563025
bala,1.60206
muham,2.5563025
selasela,1.9542425
gelas,2.0791812
maji,2.5563025
mercu,2.5563025
baju,1.4423592
karib,1.9542425
samudera,2.5563025
jurik,2.5563025
cincin,2.0791812
maju,2.0791812
apartemen,2.5563025
dua,0.92283404
bijibiji,2.2552724
nyeri,2.5563025
rayon,2.5563025
senang,1.9542425
tepat,2.2552724
hambat,2.2552724
tepas,1.9542425
mami,2.2552724
curi,2.5563025
sintagma,2.5563025
piutang,2.5563025
telegraf,2.5563025
bani,2.0791812
gemas,2.2552724
mama,2.2552724
gemar,2.2552724
orbit,2.5563025
akrab,2.0791812
tecermin,2.5563025
paksi,2.0791812
ikhtisar,2.5563025
loka,2.5563025
malu,1.8573325
lembayung,2.5563025
kontingen,2.5563025
mala,2.2552724
trayek,2.5563025
militer,1.8573325
internir,2.5563025
seharus,2.2552724
rangas,2.5563025
langit,1.4101745
peroleh,1.6532125
mil,2.5563025
jumlah,1.7781513
buhul,2.5563025
bapa,2.5563025
dinding,1.5149099
gedunggedung,2.5563025
rapat,2.0791812
slang,2.5563025
pacal,2.5563025
inti,2.0791812
samudra,2.0791812
untuk,0.32077405
bangkit,2.2552724
bayangbayang,2.5563025
bogem,2.0791812
mani,2.5563025
tampar,2.5563025
duduk,1.1945747
nagar,2.5563025
mang,2.2552724
bara,2.2552724
tunju,1.8573325
bongkah,2.0791812
sejawat,2.2552724
batasi,1.6532125
sutra,2.5563025
arena,2.2552724
tampil,2.0791812
feses,2.5563025
lindung,1.9542425
reksa,2.5563025
lengan,1.3802112
ahakuasa,2.5563025
sulbi,2.5563025
buntal,2.5563025
laken,2.5563025
semua,1.7112044
buncak,2.5563025
polos,2.5563025
sobat,2.0791812
kusut,2.5563025
bausastra,2.2552724
busana,1.9542425
fondasi,2.2552724
nuran,2.5563025
semut,2.2552724
bata,2.0791812
serupa,1.9542425
tempur,2.5563025
mandala,2.2552724
ungkin,2.2552724
rampang,2.5563025
pater,2.5563025
ruang,1.1583625
kubur,2.0791812
kristalin,2.5563025
bagaimana,2.5563025
masa,1.2138798
advokat,2.2552724
kering,1.6532125
tempuh,2.2552724
batara,2.5563025
dewata,2.5563025
berte,2.5563025
jemaah,2.5563025
serangga,2.5563025
binara,2.5563025
pakus,2.5563025
bioskop,2.0791812
basa,2.5563025
inisiator,2.5563025
jika,1.8573325
bicara,1.4423592
jebah,2.5563025
baru,1.60206
bijaksana,2.5563025
sepuluh,2.2552724
dewasa,1.4101745
kumbang,2.5563025
mari,2.5563025
terbang,1.7781513
formula,2.5563025
agar,1.7781513
basi,2.0791812
agak,1.3521825
agam,2.5563025
labuh,2.5563025
maut,2.2552724
lambang,1.5563025
ongga,2.0791812
senap,1.8573325
feri,2.5563025
onggo,2.5563025
bludak,2.5563025
tikus,2.2552724
vak,2.5563025
kual,2.5563025
gubuk,2.2552724
topeng,2.5563025
ayang,2.5563025
batu,1.5149099
kuat,1.1413292
empal,2.2552724
kontan,2.5563025
mata,1.3802112
baur,1.8573325
kontak,2.5563025
momong,2.0791812
mampu,1.4101745
kandang,1.7781513
olahraga,1.8573325
kitabkitab,2.5563025
empat,1.4771212
mati,1.6532125
sangkutpaut,2.5563025
sosok,2.5563025
barangkal,2.5563025
bantu,1.8573325
anjar,2.5563025
abarabar,2.5563025
kuda,1.7112044
impor,2.5563025
anjat,2.5563025
patik,2.2552724
lisan,2.5563025
sudah,1.0377885
agen,2.2552724
ekah,2.5563025
instruktur,2.2552724
sendi,2.5563025
bawa,1.7112044
gores,2.5563025
setakat,2.5563025
acara,1.7781513
rangka,1.8573325
manjapada,2.5563025
bulevar,2.5563025
kambel,2.5563025
dewan,2.5563025
ekan,2.5563025
cedera,2.5563025
tampan,2.5563025
tampak,1.5563025
detektif,2.5563025
bening,1.7112044
titah,2.2552724
benggala,2.5563025
sepekerja,2.2552724
embelembel,2.5563025
kajang,2.5563025
kondominium,2.5563025
bayi,1.7781513
honorer,2.2552724
kopiah,2.5563025
urat,2.2552724
kemah,2.5563025
bawah,1.1249387
berku,2.5563025
urai,2.2552724
sebatang,2.2552724
negara,1.4423592
bayu,1.7781513
kedok,2.5563025
gedek,1.9542425
inisiatif,2.5563025
teguh,2.5563025
kuningkuning,1.9542425
kondisi,2.2552724
dalang,2.5563025
bujangga,2.5563025
orkes,2.2552724
ungkap,1.7112044
takrif,2.5563025
jadi,0.7854505
berla,1.7781513
pujapuja,2.5563025
pusing,2.2552724
cetus,2.5563025
ebut,2.0791812
parameter,2.5563025
ornamen,2.5563025
cempin,2.5563025
elentang,2.2552724
adura,2.5563025
dasar,1.1945747
koktail,2.5563025
telegram,2.5563025
lakon,2.2552724
berdus,2.5563025
majelis,2.5563025
rabung,2.5563025
matang,2.0791812
hambar,2.2552724
provinsi,1.9542425
musir,2.2552724
habitat,2.2552724
menghim,2.5563025
aniaya,2.5563025
tode,2.2552724
hening,2.2552724
ego,2.0791812
singgung,2.5563025
cangkir,2.5563025
transaksi,2.0791812
iode,1.8573325
visual,2.2552724
musim,2.2552724
musik,1.6532125
automobil,1.9542425
bingkai,2.2552724
anfaat,1.9542425
bercak,2.5563025
kecual,2.5563025
tidurtidur,2.5563025
kalor,2.5563025
tarekat,2.5563025
gundu,2.2552724
handa,2.2552724
lambuk,2.5563025
bukit,2.2552724
ekuit,2.5563025
sarira,2.5563025
jahe,2.5563025
struasi,1.7781513
belang,2.0791812
logat,2.0791812
seluloid,2.2552724
didik,1.9542425
logam,1.4771212
rancis,2.5563025
kantor,1.8573325
jaga,2.2552724
istirahat,2.2552724
kuku,1.8573325
sedikit,1.7112044
didih,2.0791812
geger,2.5563025
kula,2.5563025
kadar,1.9542425
deretderet,2.2552724
seibu,2.2552724
slam,2.2552724
adikara,2.5563025
komid,2.2552724
bohlam,2.2552724
jiwa,1.7112044
seimbang,2.5563025
eka,2.5563025
tebeng,2.5563025
asbut,2.0791812
busut,2.2552724
sopran,2.5563025
tempattempat,2.5563025
busur,2.2552724
pintu,1.5149099
busuk,1.9542425
apar,2.2552724
sampa,1.1091444
ajarajar,2.5563025
riak,2.5563025
riam,2.0791812
kuno,1.9542425
rias,2.5563025
akadem,2.5563025
giat,1.3521825
konstruksi,2.0791812
lingkar,1.60206
betina,1.9542425
belaka,2.5563025
hidup,1.0377885
liling,2.5563025
golok,2.5563025
geladak,1.7781513
antara,1.0649408
cabut,2.5563025
bungabunga,2.2552724
emu,2.5563025
koridor,2.0791812
teken,2.2552724
rumus,1.60206
medan,1.9542425
bubur,2.5563025
ena,1.5563025
bubuh,2.5563025
segala,1.1583625
rumun,2.5563025
silika,2.5563025
bubuk,2.2552724
rica,2.5563025
anaiana,2.2552724
sengker,2.5563025
hidro,2.0791812
gulunggulung,2.5563025
bedil,2.0791812
luhur,2.5563025
congor,2.2552724
jenis,1.4423592
unggu,2.5563025
jaka,1.7781513
tebus,2.2552724
tetap,1.30103
bahwa,1.8573325
sambil,2.0791812
tola,2.2552724
risten,2.0791812
kusa,2.5563025
etas,2.5563025
pagar,1.8573325
nak,2.0791812
cakap,1.4423592
ulama,2.5563025
ularular,2.5563025
defile,2.5563025
raksa,2.2552724
cakar,1.9542425
nas,2.5563025
rentang,2.5563025
ekor,2.2552724
toko,2.0791812
jamu,2.2552724
bulanbulan,2.5563025
apel,2.2552724
jasad,1.7781513
bukan,1.8573325
tong,2.5563025
pantat,2.5563025
piawai,2.5563025
anasir,2.5563025
logis,2.5563025
bangka,1.9542425
jatukrama,2.5563025
pasang,1.5563025
ceropong,2.5563025
era,2.5563025
langsung,1.5149099
kutu,2.5563025
rendah,1.2775489
selamat,2.5563025
aktor,2.5563025
kerabat,2.5563025
bangku,1.9542425
sorgum,2.5563025
ecah,2.5563025
wilayah,1.9542425
gisik,2.5563025
uang,1.4101745
gigi,1.8573325
belum,1.5149099
jabal,2.5563025
golong,1.9542425
jabat,1.9542425
topi,2.5563025
pekat,2.5563025
seringkal,2.5563025
imbal,2.2552724
kilat,2.5563025
kilau,2.5563025
jara,2.5563025
pekak,2.5563025
pekan,2.5563025
tapak,2.5563025
tapal,2.5563025
jari,1.8573325
jenggala,2.2552724
mangkak,2.5563025
ibunda,2.2552724
musuh,2.5563025
otomobil,1.9542425
protokol,2.5563025
kurang,1.5149099
aktif,2.5563025
ujar,1.7781513
maskapa,2.2552724
turki,2.5563025
narasi,2.5563025
daundaun,2.2552724
mangkat,2.2552724
etek,2.5563025
sembur,2.0791812
istri,1.8573325
urun,2.5563025
runcing,2.2552724
sembul,2.0791812
prosesi,2.5563025
orangorang,1.6532125
sembuh,2.0791812
patung,2.5563025
urut,1.6532125
segenap,2.5563025
denyut,2.5563025
magasin,2.5563025
urus,1.5563025
penghasil,2.0791812
garasi,2.5563025
lebah,2.5563025
bangga,2.2552724
lebar,1.5149099
lebat,1.9542425
jati,2.2552724
ubung,2.5563025
kendit,2.5563025
igau,2.5563025
hidung,2.5563025
tumpuk,2.2552724
uasa,2.2552724
alkisah,2.5563025
ewa,2.5563025
super,2.5563025
emang,2.2552724
jasa,1.8573325
lajang,2.5563025
sebentar,2.2552724
telapak,1.8573325
rika,2.5563025
gelombang,1.8573325
bedak,2.5563025
jarem,2.5563025
mbok,2.2552724
rijal,2.0791812
bawang,2.5563025
malang,2.5563025
irama,2.0791812
bangun,1.0939045
agregat,2.5563025
konsult,2.2552724
lorong,1.7781513
perut,1.3521825
arsitektur,2.5563025
danau,2.5563025
tropik,1.9542425
takuttakut,2.5563025
hantu,1.8573325
bintikbintik,2.2552724
remaja,1.9542425
riang,2.2552724
erima,2.5563025
suam,1.9542425
rente,2.5563025
jauh,1.7781513
belalang,2.5563025
tipistipis,2.2552724
etil,1.9542425
rotan,1.8573325
dahsyat,2.2552724
bangsa,1.7781513
ayar,2.0791812
gelang,1.4771212
bedinde,2.5563025
ayam,1.4101745
derai,2.5563025
rumah,0.8320266
bedinda,2.5563025
tabung,1.9542425
aromba,2.5563025
mahal,2.5563025
pejal,2.5563025
temanten,2.2552724
ceta,2.2552724
urakarta,2.5563025
singgasana,2.2552724
klakson,2.5563025
jawa,2.5563025
ayah,1.5563025
yaitu,2.0791812
mayat,1.8573325
suci,2.0791812
jarij,2.5563025
igauigau,2.5563025
cewa,2.5563025
eliling,1.9542425
selupat,2.5563025
cakup,1.8573325
sambung,1.7112044
bukur,2.0791812
boneka,2.5563025
gelambir,2.5563025
nyapang,2.2552724
kalam,2.0791812
renya,2.5563025
terampil,2.5563025
tebat,2.5563025
nonpredikatif,2.5563025
lingkung,1.6532125
raba,2.0791812
kalau,2.2552724
korupsi,2.5563025
mortalitas,2.2552724
rebana,2.5563025
traged,2.5563025
jemur,2.0791812
wahana,2.5563025
onggok,2.5563025
cermin,2.2552724
skala,2.5563025
kalbu,2.5563025
ahan,2.2552724
sarana,2.2552724
aham,1.9542425
pancar,2.0791812
sarang,2.2552724
panggung,1.9542425
tangsi,2.5563025
puyuh,2.0791812
lembung,2.5563025
tangsa,2.5563025
larang,2.2552724
kelola,2.0791812
uhammad,2.5563025
sesungguh,2.2552724
samak,1.9542425
gangan,2.5563025
giur,2.5563025
mangsa,2.5563025
datang,1.60206
topan,2.2552724
inggan,2.5563025
suhu,1.9542425
inggal,1.9542425
angkusa,2.5563025
wai,2.5563025
barometer,2.5563025
cenangau,2.5563025
apabila,1.5149099
bidadar,2.5563025
barak,2.0791812
butir,1.7781513
unding,2.0791812
sandiwara,1.9542425
entong,1.9542425
pameget,2.5563025
sonda,2.5563025
proses,1.1760913
suka,1.9542425
cacal,2.5563025
prosedur,2.5563025
cantrik,2.5563025
bencana,1.9542425
catat,1.9542425
silsi,2.5563025
kekuat,2.5563025
imbul,1.6532125
karyaw,2.2552724
sonel,1.9542425
banyak,1.0649408
kualitas,2.5563025
samasama,1.6532125
pendam,2.2552724
elan,1.8573325
tangga,1.7781513
selidik,2.0791812
riuh,2.2552724
sekolah,2.5563025
suma,2.5563025
ubak,2.5563025
yangyang,2.5563025
ubah,2.0791812
duadua,1.9542425
gaib,2.5563025
beduk,2.5563025
dowel,2.5563025
lawat,2.5563025
dongeng,2.5563025
lawan,1.2340832
mahir,2.0791812
huma,2.5563025
anting,2.2552724
modern,2.5563025
tekan,1.7112044
web,2.5563025
seramb,2.0791812
selengkap,2.2552724
diam,1.60206
lenggeklenggek,2.5563025
niaga,1.8573325
kitab,1.7781513
kesanggup,2.5563025
tornado,2.0791812
hulu,2.0791812
produksi,1.9542425
nasar,2.5563025
eribu,2.5563025
positif,2.2552724
bukti,2.5563025
suku,1.7112044
tertib,2.2552724
serang,2.2552724
raga,2.2552724
timbang,2.2552724
usan,2.5563025
gapura,1.9542425
semesta,2.2552724
jajan,2.5563025
jajar,1.7781513
sambungsambung,2.5563025
pesan,2.5563025
raja,1.30103
gadang,2.5563025
kafetaria,2.2552724
sorong,2.5563025
galah,2.0791812
galak,2.5563025
gaji,1.8573325
fototustel,2.5563025
lingsir,2.5563025
fungsi,1.7112044
bendung,2.5563025
ompah,2.5563025
huni,2.2552724
tangka,2.2552724
cecair,2.0791812
tarbus,2.5563025
ogyakarta,2.5563025
ahli,1.7112044
abjad,2.0791812
umpang,2.5563025
lanta,1.6532125
iring,2.2552724
gali,2.5563025
angkup,2.2552724
mujur,2.5563025
heran,2.2552724
otoritas,2.5563025
angkut,1.60206
kuliah,2.5563025
interpretasi,2.5563025
intisar,2.5563025
udara,1.1413292
gala,2.5563025
usia,1.9542425
yasmin,2.5563025
coplok,2.5563025
sadar,2.5563025
tenaga,1.2138798
serdadu,1.9542425
serbuk,2.0791812
selisi,2.0791812
kandung,1.7781513
marcapada,2.5563025
barang,0.8004277
puyan,2.5563025
ab,2.5563025
ramu,1.8573325
atmosfer,2.0791812
gang,1.8573325
roboh,1.8573325
af,2.5563025
tanggap,2.2552724
ai,2.2552724
pancaindra,2.2552724
al,2.5563025
am,2.5563025
lamun,2.5563025
suri,2.0791812
tidaknormal,2.2552724
agregasi,2.5563025
as,2.5563025
hamba,1.7781513
lezat,2.5563025
rama,1.7781513
tanggal,2.2552724
elis,2.5563025
tinda,1.8573325
melang,2.2552724
ubin,2.2552724
jemar,2.5563025
bi,2.5563025
virus,2.5563025
lupas,2.5563025
