,0.0
suam,2.5563025
anis,2.0791812
dagang,1.7781513
jauh,2.5563025
dingin,1.7781513
atur,1.9542425
limpah,2.5563025
wiski,2.0791812
langitlangit,2.0791812
gelang,1.8573325
ayam,2.2552724
pangkat,2.5563025
arti,2.2552724
rumah,1.3521825
kutub,2.5563025
ara,2.5563025
pangkal,1.9542425
molekul,2.5563025
dalam,2.5563025
kamarkamar,2.5563025
titiktitik,2.5563025
karang,2.5563025
cetak,2.2552724
simpan,2.0791812
lepah,2.2552724
laukpauk,2.5563025
batin,2.5563025
banding,2.2552724
klakson,2.5563025
sedia,2.2552724
gedung,2.0791812
sejuk,2.2552724
dunia,1.9542425
asa,1.8573325
bising,2.5563025
bengkok,2.5563025
ayah,1.8573325
sandar,2.0791812
sedih,2.5563025
luruh,2.5563025
mayat,2.5563025
padu,2.5563025
aso,2.5563025
suci,2.2552724
polisi,2.5563025
dikan,2.5563025
definisi,2.5563025
kursi,2.0791812
gudang,2.5563025
alkohol,1.60206
sambung,2.5563025
bidang,2.0791812
brendi,2.2552724
gelambir,2.5563025
batas,2.0791812
nonpredikatif,2.5563025
jet,2.5563025
lingkung,2.2552724
keras,1.4101745
lajar,2.5563025
paha,2.0791812
sempit,2.5563025
arus,2.0791812
genap,1.9542425
nyata,1.9542425
traged,2.5563025
aspal,2.5563025
laskar,2.0791812
campur,2.0791812
pagi,2.5563025
lepas,2.2552724
dapat,2.5563025
wenang,2.2552724
bola,2.0791812
estivum,2.5563025
pria,1.9542425
nama,1.8573325
sarana,2.5563025
alir,2.0791812
enam,2.5563025
pancar,2.5563025
panggung,2.2552724
udah,2.2552724
aut,2.5563025
intelijen,2.5563025
awas,2.2552724
nuklir,2.5563025
uhammad,2.5563025
masjid,2.5563025
tubuh,1.3258536
awan,2.0791812
langgar,2.5563025
ilalang,2.5563025
mangsa,2.5563025
katakata,2.2552724
topan,2.2552724
mudah,1.7112044
suhu,2.2552724
inggal,2.5563025
kumpul,2.0791812
ringan,2.2552724
kuasa,1.9542425
rangkai,2.5563025
bibi,2.5563025
capa,2.5563025
anggota,1.60206
kota,2.5563025
larut,2.5563025
bundar,2.2552724
laut,1.8573325
anggur,1.8573325
bibit,2.5563025
butir,2.0791812
bibir,2.5563025
sebab,2.0791812
samping,2.5563025
kulit,1.7781513
lauk,2.5563025
bariton,2.5563025
sandiwara,2.5563025
jalan,1.60206
taksir,2.5563025
jeram,2.5563025
nyawa,2.5563025
fasilitas,2.5563025
mantel,2.5563025
proses,1.8573325
hitung,2.2552724
suka,2.5563025
mengo,2.0791812
pala,2.0791812
pasir,2.5563025
hitam,2.5563025
peta,2.5563025
harum,2.5563025
usaha,1.8573325
peti,2.0791812
harta,2.5563025
darat,1.8573325
aya,2.5563025
violet,2.5563025
logika,2.5563025
infeksi,2.5563025
interaksi,2.5563025
karyaw,2.5563025
banyak,1.8573325
sonel,2.5563025
paka,1.3258536
tangkai,2.5563025
cari,2.0791812
elan,2.2552724
kecil,2.2552724
duadua,2.0791812
orang,1.1249387
luas,2.2552724
sakit,2.2552724
alqur,2.5563025
lawat,2.5563025
bayang,2.5563025
jengger,2.5563025
tiru,2.2552724
yrus,2.2552724
lawan,1.60206
tembus,2.5563025
adang,2.5563025
tira,2.5563025
mulut,1.7781513
tekan,2.5563025
mulur,2.2552724
daftar,2.5563025
kitab,1.8573325
empedu,2.5563025
cuaca,2.0791812
uap,1.8573325
genggam,2.5563025
uas,2.5563025
uat,2.2552724
jurus,2.5563025
sepasang,2.5563025
jatuh,2.2552724
sorot,2.5563025
positif,2.5563025
pokok,1.8573325
ginjal,2.5563025
tulang,1.9542425
suku,2.5563025
tertib,2.5563025
eleagris,2.5563025
ranjang,2.5563025
sifat,2.2552724
jajar,2.2552724
tumpu,2.2552724
zona,2.5563025
paman,2.2552724
pesan,2.5563025
tembok,2.5563025
urung,2.5563025
kerja,1.8573325
sorong,2.5563025
entas,2.2552724
lonceng,2.5563025
gerak,1.5563025
huruf,2.5563025
datar,2.5563025
hingga,2.5563025
sempad,2.5563025
wanita,1.8573325
gaji,2.2552724
stanum,2.5563025
fungsi,2.5563025
menit,2.5563025
teks,2.5563025
uraturat,2.2552724
unsur,1.5563025
puting,2.5563025
ejam,2.5563025
binatang,1.2340832
kawat,2.0791812
caya,2.5563025
ahli,2.5563025
abjad,2.2552724
lulus,2.5563025
alto,2.5563025
dengar,2.5563025
darah,2.2552724
leleh,2.5563025
lanta,2.2552724
garis,2.2552724
teman,2.2552724
sah,2.2552724
malus,2.2552724
getar,2.5563025
kawan,2.2552724
kapuk,2.2552724
lahir,2.0791812
gandum,2.2552724
biji,2.5563025
belanda,2.5563025
saw,2.5563025
sabuk,2.5563025
piara,1.8573325
nomor,2.2552724
kelam,2.0791812
komersial,2.2552724
sabun,2.2552724
asal,2.5563025
luluk,2.5563025
lengkung,2.5563025
angkut,1.9542425
mustahil,2.5563025
klorida,2.5563025
sukacita,2.5563025
celana,2.2552724
barangbarang,2.2552724
udara,1.8573325
sadar,2.5563025
kaca,2.0791812
takwim,2.5563025
nikah,2.5563025
tentara,1.8573325
tenaga,1.6532125
dek,2.5563025
lengkap,2.5563025
utama,2.2552724
khatulistiwa,2.5563025
bar,2.2552724
bau,2.0791812
tahi,2.5563025
tepi,2.0791812
kandung,2.2552724
televisi,2.2552724
yakin,2.5563025
barang,1.4423592
ramu,1.9542425
senyawa,2.0791812
sofa,2.5563025
atmosfer,2.0791812
iris,2.5563025
gang,2.5563025
kuning,2.2552724
inap,2.2552724
pasu,2.5563025
kiri,2.0791812
marah,2.2552724
abad,2.5563025
al,2.5563025
sembah,2.5563025
globe,2.5563025
hamba,2.5563025
rama,2.5563025
sahabat,2.0791812
plastik,2.0791812
tanggal,2.2552724
irim,2.5563025
kucing,1.9542425
kamera,2.5563025
elis,2.5563025
organ,2.0791812
mega,2.0791812
ubin,2.5563025
serta,2.2552724
terima,2.5563025
abdi,2.5563025
sasak,2.5563025
longgok,2.5563025
pawa,2.5563025
kompetensi,2.5563025
lupas,2.5563025
tenor,2.5563025
murid,2.5563025
peran,2.2552724
lompok,1.9542425
bayar,2.2552724
taji,2.5563025
perak,1.9542425
pikir,2.0791812
benam,2.0791812
bahan,1.4771212
dalamdalam,2.5563025
cm,2.5563025
pistol,2.5563025
gabung,2.5563025
standar,2.2552724
sanyi,2.5563025
susu,2.0791812
andung,1.7112044
cuci,2.5563025
balig,2.2552724
tumbuk,2.5563025
inci,2.5563025
tumbuh,1.4771212
anganang,2.5563025
nikel,2.5563025
bel,2.5563025
jus,2.5563025
selat,2.2552724
erintah,1.7781513
laras,2.2552724
kosong,2.0791812
wol,2.5563025
berat,1.9542425
tudung,2.5563025
tinggal,1.9542425
ujung,1.9542425
rubah,2.5563025
gumpal,2.2552724
tali,1.9542425
modal,2.5563025
desirdesir,2.5563025
cepat,2.5563025
kamus,2.2552724
planet,2.2552724
adik,2.0791812
telepon,2.5563025
ibril,2.5563025
adil,2.5563025
paruh,2.5563025
es,1.8573325
familiaris,2.2552724
henti,2.2552724
pendek,2.2552724
sodium,2.5563025
becek,2.5563025
domba,2.2552724
bisnis,2.2552724
benarbenar,2.5563025
natrium,2.5563025
kena,2.5563025
komposisi,2.5563025
selubung,2.5563025
puas,2.5563025
hias,2.5563025
entu,2.5563025
antin,2.2552724
kaidah,2.5563025
seperangkat,2.5563025
lunak,2.0791812
cilkecil,2.5563025
kain,1.5563025
kalimat,2.5563025
parade,2.5563025
buruk,2.2552724
ambil,2.5563025
bada,2.2552724
pajak,2.5563025
uasruas,2.5563025
bela,2.2552724
hasil,1.4771212
dapur,2.2552724
tani,2.5563025
jempol,2.2552724
latih,2.5563025
tamu,2.5563025
elok,2.5563025
upacara,2.2552724
cakapcakap,2.2552724
tangan,1.3802112
kebun,2.5563025
baca,2.5563025
sweter,2.5563025
bulir,2.5563025
asin,2.5563025
meja,2.5563025
umat,2.5563025
asli,2.5563025
kolong,2.5563025
kaki,1.3521825
bir,1.9542425
ganggu,2.5563025
kabupaten,2.2552724
seharihar,2.5563025
timbul,2.5563025
angis,2.2552724
bunga,2.2552724
gereja,2.2552724
etanol,1.9542425
hadir,2.2552724
gawa,2.5563025
model,2.5563025
tukar,2.2552724
metal,2.5563025
minyak,1.7781513
gambar,1.7112044
oda,1.9542425
beli,2.2552724
masyarakat,2.5563025
hewan,2.0791812
deret,2.5563025
bistik,2.5563025
gelembunggelembung,2.5563025
kait,2.5563025
singa,2.5563025
doa,2.5563025
khayal,2.2552724
siang,2.5563025
manusia,1.2138798
raya,2.5563025
cula,2.5563025
pakcik,2.2552724
amatamat,2.5563025
gaya,2.2552724
diri,2.5563025
paham,2.2552724
hidrogen,2.2552724
doman,2.5563025
pahat,2.5563025
meni,2.5563025
kali,2.5563025
rumput,2.2552724
batang,1.8573325
tebal,1.7112044
kurik,2.5563025
beliung,2.5563025
mandi,2.2552724
aman,2.5563025
bungkus,1.9542425
aluminium,2.0791812
anggap,2.5563025
lodi,2.5563025
amal,2.5563025
sedan,2.5563025
adakala,2.5563025
lanjut,2.5563025
pelihara,1.7781513
main,2.2552724
sinar,2.5563025
tingkat,2.2552724
jantung,2.2552724
ancing,2.5563025
radio,2.2552724
tipis,2.0791812
panta,2.2552724
elihara,2.2552724
dada,2.2552724
kapal,1.9542425
telinga,2.5563025
keping,2.2552724
halus,2.5563025
karet,1.7781513
kadangkadang,2.5563025
kapas,2.2552724
istiwa,2.2552724
pusat,2.5563025
tungkai,2.5563025
kimiaw,2.2552724
bahu,1.6532125
truk,2.5563025
letak,2.2552724
malam,2.2552724
film,1.9542425
telungkup,2.2552724
jakun,2.5563025
merah,2.0791812
kunci,2.5563025
ilik,2.5563025
jangkar,2.5563025
hampagne,2.5563025
ihal,2.0791812
puluh,2.5563025
luru,2.2552724
subtropis,2.5563025
tokoh,2.5563025
tawa,2.5563025
detik,2.2552724
tanduk,2.2552724
puja,2.5563025
gunung,2.2552724
kembang,2.5563025
girang,2.5563025
kecepat,2.2552724
makhluk,2.5563025
ambah,2.5563025
gusar,2.2552724
tiang,2.5563025
bala,2.5563025
selasela,2.5563025
ubur,2.2552724
biaraw,2.5563025
lembut,2.2552724
cabang,2.2552724
bandar,2.5563025
baju,1.7112044
karib,2.5563025
tenun,2.2552724
samudera,2.5563025
matahar,1.8573325
apartemen,2.5563025
baris,2.5563025
bijibiji,2.5563025
angin,1.8573325
besi,1.9542425
bulat,1.8573325
utara,2.2552724
akam,2.5563025
jemahan,2.2552724
senang,2.5563025
legiun,2.5563025
akai,2.2552724
angkat,2.5563025
serah,2.0791812
tepas,2.5563025
angkap,2.2552724
salah,2.5563025
curi,2.5563025
profesi,2.5563025
solder,2.5563025
putih,1.8573325
berkas,2.2552724
sambar,2.5563025
kertas,1.6532125
elompok,2.0791812
puki,2.5563025
wujud,2.2552724
masuk,1.8573325
tajam,2.2552724
lumatlumat,2.5563025
losmen,2.5563025
hablur,2.5563025
temporal,2.5563025
akrab,2.5563025
industr,1.8573325
sebe,1.8573325
suara,1.9542425
tengah,2.5563025
zat,2.2552724
pohonpohon,2.5563025
kotek,2.5563025
lembayung,2.5563025
setahun,2.5563025
asyarakat,2.5563025
kontingen,2.5563025
kara,2.2552724
ilmu,2.5563025
motor,2.0791812
sumbang,2.5563025
hina,2.5563025
senjata,2.0791812
agama,2.5563025
biribir,2.5563025
sa,2.5563025
rugi,2.5563025
sampanye,2.5563025
rbau,2.5563025
sastra,2.5563025
dering,2.5563025
kamar,2.2552724
abuk,1.9542425
minum,1.4101745
dinding,2.0791812
kasarkasar,2.5563025
asuk,2.0791812
giling,2.5563025
gagas,2.5563025
tasihat,2.5563025
lumpur,2.5563025
asuh,2.5563025
ingat,2.5563025
mesin,1.60206
kata,1.7781513
beledu,2.5563025
samudra,2.5563025
bui,2.5563025
bilah,2.2552724
pukul,2.5563025
khas,2.5563025
duduk,1.7781513
deta,2.5563025
segi,2.5563025
tunju,2.5563025
bus,2.5563025
hutan,2.2552724
batasi,2.2552724
sutra,2.5563025
setan,2.5563025
derita,2.5563025
kalkun,2.5563025
suami,2.5563025
lengan,1.7781513
ahakuasa,2.5563025
anyam,2.0791812
sebidang,2.5563025
kombinasi,2.5563025
lambat,2.2552724
sunga,2.0791812
buahbuah,2.5563025
jernih,2.2552724
sobat,2.5563025
piring,2.5563025
kumis,2.5563025
knot,2.2552724
otot,2.5563025
selang,2.5563025
kayu,2.0791812
bata,2.5563025
nyanyi,2.5563025
lembaga,2.0791812
ruang,1.7112044
lidah,2.5563025
unggas,1.8573325
kubur,2.0791812
kristalin,2.5563025
advokat,2.5563025
gula,2.5563025
kakas,1.9542425
gas,2.5563025
kalender,2.5563025
paraf,2.5563025
isah,2.5563025
akil,2.2552724
firman,2.5563025
bioskop,2.2552724
bicara,2.0791812
ndara,1.60206
sinambung,2.5563025
tulis,1.7781513
kaya,2.5563025
tuhan,2.5563025
jilid,2.0791812
kampungkampung,2.5563025
dewasa,1.7112044
turun,1.7781513
rumputrumput,2.5563025
emas,2.2552724
terbang,1.9542425
terbit,1.8573325
negatif,2.5563025
cemerlang,2.5563025
seko,2.0791812
umur,2.0791812
lambang,2.0791812
ongga,2.5563025
guna,2.5563025
renang,2.5563025
igu,2.2552724
sisi,1.8573325
anjing,2.0791812
tikus,2.5563025
jendela,2.2552724
dewa,2.5563025
hangat,2.5563025
oto,1.9542425
kasur,2.2552724
batu,2.5563025
kuat,1.8573325
rahang,2.2552724
mata,1.7781513
kontak,2.5563025
mampu,2.5563025
kandang,2.5563025
olahraga,2.5563025
dorong,2.5563025
kitabkitab,2.5563025
identifikasi,2.5563025
mati,2.2552724
bimbing,2.5563025
pinggir,2.5563025
barangkal,2.5563025
lembu,2.5563025
bandul,2.5563025
induk,2.0791812
roda,2.0791812
bunyi,1.7781513
hamil,2.5563025
sawah,2.5563025
papan,2.0791812
goda,2.5563025
buluh,2.5563025
potret,2.0791812
sawat,2.0791812
andang,2.5563025
badan,1.4101745
rucut,2.5563025
instruktur,2.5563025
lemar,2.5563025
makna,2.0791812
acara,2.2552724
kotor,2.5563025
rangka,2.5563025
lembar,1.9542425
kabut,2.0791812
guru,2.0791812
panda,2.5563025
unyah,2.2552724
ukur,1.7781513
riticum,2.5563025
atas,2.5563025
drum,2.5563025
bening,2.2552724
keluar,2.0791812
selaput,2.5563025
vulpes,2.5563025
atap,2.5563025
macan,2.5563025
benggala,2.5563025
buah,1.6532125
macam,2.5563025
tahan,2.5563025
ukul,2.5563025
tumpah,2.5563025
lakilak,1.7112044
timur,2.2552724
bayi,2.5563025
kolam,2.5563025
selenggara,2.2552724
oleng,2.5563025
zakar,2.5563025
negara,2.0791812
indra,2.5563025
pohon,1.7781513
gedek,2.5563025
seni,2.5563025
daerah,1.7781513
tuju,2.2552724
sejajar,2.5563025
betung,2.5563025
kuningkuning,2.2552724
jaket,2.2552724
budak,2.2552724
bobot,2.2552724
tunjuk,2.5563025
orkes,2.5563025
tenda,2.2552724
dinas,2.5563025
ungkap,2.2552724
kenyal,2.5563025
jadi,2.2552724
hubung,1.9542425
merahmerah,2.0791812
berla,2.5563025
drama,2.2552724
sarisar,2.5563025
iklim,2.0791812
panas,1.9542425
sayap,2.0791812
tepung,2.2552724
etahu,2.5563025
benda,1.60206
kibas,2.5563025
lekat,2.0791812
belah,2.0791812
buat,1.4771212
dasar,2.0791812
bendabenda,2.5563025
koktail,2.5563025
trompet,2.5563025
buas,2.2552724
pecah,2.2552724
burung,1.9542425
frasa,2.2552724
hantar,2.2552724
arbitrer,2.5563025
harimau,1.9542425
selimut,2.5563025
matang,2.2552724
daun,1.9542425
untung,2.2552724
